id,name,works_count
T10265,Multilingual Education and Policy,130071
T13152,French Language Learning Methods,105868
T11640,Linguistic Variation and Morphology,100950
T12658,Language and Culture,100786
T13727,Linguistic and Sociocultural Studies,50662
T13814,Cultural and political discourse analysis,36606
