id,name,works_count
T13735,History of Medical Practice,157931
T10085,Parkinson's Disease Mechanisms and Treatments,126185
T10706,Traumatic Brain Injury and Neurovascular Disturbances,117087
T10420,Intracranial Aneurysms: Treatment and Complications,88826
T10919,Neurological disorders and treatments,87010
T11274,Botulinum Toxin and Related Neurological Disorders,80484
T11271,Myasthenia Gravis and Thymoma,70430
T10855,Amyotrophic Lateral Sclerosis Research,60718
T11368,Long-Term Effects of COVID-19,59095
T11173,Neurofibromatosis and Schwannoma Cases,53065
T12226,Neuroblastoma Research and Treatments,51966
T11763,Intracerebral and Subarachnoid Hemorrhage Research,48958
T12494,Alcoholism and Thiamine Deficiency,48038
T11402,Vascular Malformations Diagnosis and Treatment,47955
T11735,Peripheral Neuropathies and Disorders,44818
T11929,Cerebral Venous Sinus Thrombosis,41536
T12301,Facial Nerve Paralysis Treatment and Research,38878
T12622,Neurosurgical Procedures and Complications,29281
T11627,Autoimmune Neurological Disorders and Treatments,28948
T12212,CNS Lymphoma Diagnosis and Treatment,25381
T14286,Parkinson's Disease and Spinal Disorders,17447
T13648,Cerebrovascular and genetic disorders,17298
