id,name,works_count
T13445,American Constitutional Law and Politics,494964
T12633,Legal case studies and regulations,403692
T13459,Public Administration and Political Analysis,360664
T13710,European and International Law Studies,354793
T13556,Historical Influence and Diplomacy,292774
T12645,European history and politics,277670
T10794,Islamic Studies and History,244047
T13379,"Multiculturalism, Politics, Migration, Gender",233789
T12752,Global Peace and Security Dynamics,214743
T12764,Polish Historical and Cultural Studies,183363
T10749,International Law and Human Rights,167554
T10443,Social Policy and Reform Studies,157209
T13754,Central European and Russian historical studies,153901
T12669,Comparative International Legal Studies,149233
T14441,"Religion, Theology, History, Judaism, Christianity",148633
T12332,Comparative constitutional jurisprudence studies,143466
T10289,European Union Policy and Governance,143212
T12767,Conflict of Laws and Jurisdiction,143050
T13504,African history and culture analysis,142821
T12961,Regional Development and Policy,142397
T13158,Political and Economic history of UK and US,138150
T13763,Historical Legal Studies and Society,136412
T14402,Political and Social Issues,135915
T13075,Legal Systems and Judicial Processes,132408
T14515,International Law and Aviation,124693
T13739,Medieval and Early Modern Justice,121686
T10546,Higher Education Governance and Development,121682
T13993,Historical Geopolitical and Social Dynamics,116863
T11971,"World Wars: History, Literature, and Impact",112049
T10108,Electoral Systems and Political Participation,111168
T12550,"Politics and Conflicts in Afghanistan, Pakistan, and Middle East",110599
T10718,Political Philosophy and Ethics,106443
T11070,Soviet and Russian History,99870
T12921,European Criminal Justice and Data Protection,97271
T11076,Policing Practices and Perceptions,95026
T13352,International Relations in Latin America,94325
T13029,South Asian Studies and Conflicts,94145
T13494,Military History and Strategy,94051
T12619,Political Systems and Governance,92687
T13186,Russia and Soviet political economy,92306
T10628,China's Socioeconomic Reforms and Governance,85533
T13002,Southeast Asian Sociopolitical Studies,78851
T10053,International Relations and Foreign Policy,77976
T12956,Asian Geopolitics and Ethnography,77748
T13564,Education and Public Policy,76857
T13120,Nuclear Issues and Defense,76696
T11783,Turkey's Politics and Society,75925
T12572,"Intelligence, Security, War Strategy",75066
T12156,World Trade Organization Law,74510
T14487,Science and Science Education,71623
T14086,Military and Defense Studies,71134
T12248,Water Governance and Infrastructure,68822
T13653,"Commonwealth, Australian Politics and Federalism",68266
T12986,Administrative Law and Governance,68109
T13086,Post-Soviet Geopolitical Dynamics,60135
T13655,Canadian Policy and Governance,59812
T14003,Labor Law and Work Dynamics,58070
T11461,Local Government Finance and Decentralization,57188
T10777,Politics and Society in Latin America,56938
T11397,"Populism, Right-Wing Movements",56345
T13196,Political Theory and Influence,55285
T10953,E-Government and Public Services,54660
T13726,International Science and Diplomacy,53159
T11300,Global Educational Policies and Reforms,52456
T14181,Academic Freedom and Politics,51908
T13369,European and Russian Geopolitical Military Strategies,50840
T13721,Political Science Research and Education,50727
T14291,Indonesian Legal and Regulatory Studies,50527
T12221,Cybersecurity and Cyber Warfare Studies,50365
T14302,European Politics and Security,49104
T12690,Cross-Border Cooperation and Integration,47683
T13897,Historical Economic and Legal Thought,45308
T14237,Historical and Political Studies,45075
T12902,Public Policy and Governance,44850
T13773,International Labor and Employment Law,43516
T13572,German Security and Defense Policies,41547
T13684,Political Dynamics in Latin America,41443
T13210,Historical Turkish Studies,41236
T14282,"Security, Politics, and Digital Transformation",40096
T12687,Public Administration in Developing Nations,39681
T14349,Global Political and Economic Relations,39639
T13057,Asian Industrial and Economic Development,38977
T13291,Political Theory and Democracy,38265
T12939,Polish Law and Legal System,36957
T13948,Gender and Women's Rights,34724
T13501,Legal Issues in Turkey,32175
T14433,Post-Communist Economic and Political Transition,29403
T13643,Artificial Intelligence in Law,28027
T13988,Public Administration and Governance,27752
T13271,Ukrainian Legal and Forensic Studies,27116
T14200,"Medical, Sociocultural, and Biopolitical Studies",27013
T13875,Legal Studies and Reforms,26985
T13000,World Systems and Global Transformations,26975
T14036,Literary and Philosophical Studies,25816
T14171,"Education, Law, and Society",25639
T14417,Central Asia Education and Culture,25104
T13476,Indonesian Election Politics and Participation,24906
T12210,Policy Transfer and Learning,23110
T14429,Global Political and Social Dynamics,22783
T12723,Hannah Arendt's Political Philosophy,21799
T13549,Minority Rights and Languages,18948
T14188,Latin American Legal and Economic Studies,18781
T13826,"Bangladesh Politics, Society, and Development",18100
T14457,Intellectual Property Rights and Media,18100
T13942,International Human Rights and Reproductive Law,17288
T14338,"Leadership, Human Resources, Global Affairs",17060
T14492,"War, Law, and Justice",17047
T14336,Land Use and Management,16095
T14209,Public health and occupational medicine,15083
T14219,Local Economic Development and Planning,14630
T14032,History and International Relations,13311
T13998,"History, Medicine, and Leadership",13003
T14133,Border Security and International Relations,10933
T13995,Globalization and political ideologies,9888
T13762,Education and Labor Relations,9843
T13598,Political Developments and Conflicts,7773
T14284,Social Sciences and Humanities,7360
T14443,"COVID-19, Geopolitics, Technology, Migration",4727
