id,name,works_count
T13167,"Historical, Literary, and Cultural Studies",361875
T12266,Byzantine Studies and History,206690
T10595,Medieval Literature and History,203647
T14469,Renaissance Literature and Culture,103510
T13195,Medieval Iberian Studies,97339
