id,name,works_count
T11595,Textile materials and evaluations,133104
T10660,Conducting polymers and applications,127638
T12084,Synthesis and properties of polymers,96719
T10513,Natural Fiber Reinforced Composites,76222
T10389,Polymer crystallization and properties,75729
T10501,Polymer Nanocomposites and Properties,74216
T13171,Polymer Science and PVC,53716
T11128,Transition Metal Oxide Nanomaterials,52188
T10810,Polymer composites and self-healing,50894
T11360,Flame retardant materials and properties,39386
T11686,Dendrimers and Hyperbranched Polymers,32305
T12628,Polymer Foaming and Composites,21932
T12416,Polymer Nanocomposite Synthesis and Irradiation,18518
T14303,Polymer Synthesis and Characterization,7495
