id,name,works_count
T11881,Crystallization and Solubility Studies,778799
T12613,X-ray Diffraction in Crystallography,284265
T10192,Catalytic Processes in Materials Science,223499
T11162,Enzyme Structure and Function,175856
T10511,High voltage insulation and dielectric phenomena,170803
T11277,Thermal properties of materials,157237
T10083,Graphene research and applications,139420
T11948,Machine Learning in Materials Science,137188
T10310,Corrosion Behavior and Inhibition,125496
T11878,Solid-state spectroscopy and crystallography,122816
T10097,Luminescence Properties of Advanced Materials,115311
T10074,Carbon Nanotubes in Composites,109570
T10090,ZnO doping and properties,109464
T13465,"Graphite, nuclear technology, radiation studies",107948
T10107,Ferroelectric and Piezoelectric Materials,107930
T10478,Diamond and Carbon-based Materials Research,103190
T11242,Nuclear Materials and Properties,100249
T10079,Nanoparticles: synthesis and applications,98863
T10903,Porphyrin and Phthalocyanine Chemistry,96717
T10275,2D Materials and Applications,88247
T10321,Quantum Dots Synthesis And Properties,85733
T12427,Metal Alloys Wear and Properties,74778
T11279,Lanthanide and Transition Metal Complexes,74123
T12358,Thermal and Kinetic Analysis,73462
T10204,Microstructure and mechanical properties,73329
T10311,Advancements in Solid Oxide Fuel Cells,69960
T12938,Material Selection and Properties,68646
T10440,Advanced Thermoelectric Materials and Devices,67777
T10474,Material Dynamics and Properties,67767
T10735,Mesoporous Materials and Catalysis,66610
T11286,Polyoxometalates: Synthesis and Applications,63101
T11699,High-Velocity Impact and Material Behavior,62896
T10811,Hydrogen Storage and Materials,57754
T14184,Metallurgy and Material Science,53798
T10592,Fusion materials and technologies,53336
T11169,Silicon Nanostructures and Photoluminescence,50818
T10922,Magnetic Properties and Synthesis of Ferrites,50253
T12420,Silicone and Siloxane Chemistry,49931
T11915,Pickering emulsions and particle stabilization,48870
T10865,Shape Memory Alloy Transformations,46918
T11087,Solidification and crystal growth phenomena,45692
T11240,Luminescence and Fluorescent Materials,45195
T11887,Quasicrystal Structures and Properties,45147
T12046,MXene and MAX Phase Materials,43115
T11315,Phase-change materials and chalcogenides,40814
T11708,Photochromic and Fluorescence Chemistry,40338
T12588,Electronic and Structural Properties of Oxides,39286
T11341,Boron and Carbon Nanomaterials Research,38146
T14076,Material Properties and Failure Mechanisms,36040
T12302,Advanced Nanomaterials in Catalysis,35631
T11442,Titanium Alloys Microstructure and Properties,34225
T11342,Carbon and Quantum Dots Applications,33350
T12340,Anodic Oxide Films and Nanostructures,32706
T11907,Copper-based nanomaterials and applications,32141
T13104,Chemical and Physical Properties of Materials,31761
T12506,Nuclear materials and radiation effects,30430
T12038,Covalent Organic Framework Applications,30250
T11842,Ultrasound and Cavitation Phenomena,28356
T12149,Nanocluster Synthesis and Applications,27851
T12875,Thermal Expansion and Ionic Conductivity,27725
T11940,Layered Double Hydroxides Synthesis and Applications,27132
T11471,Block Copolymer Self-Assembly,26692
T13159,Structural mechanics and materials,25793
T11646,Nonlocal and gradient elasticity in micro/nano structures,23018
T13039,Magnesium Oxide Properties and Applications,22643
T12299,Radiation Shielding Materials Analysis,15530
T13463,Nanoporous metals and alloys,10751
T13889,Advanced Materials and Semiconductor Technologies,5832
T13249,Dielectric properties of ceramics,5564
