id,name,works_count
T10143,Chronic Obstructive Pulmonary Disease (COPD) Research,170285
T10549,Neonatal Respiratory Health Research,150544
T10322,Respiratory Support and Mechanisms,148949
T10543,Prostate Cancer Treatment and Research,144928
T10417,Lung Cancer Treatments and Mutations,130189
T10202,Lung Cancer Diagnosis and Treatment,130043
T10816,Cerebrovascular and Carotid Artery Diseases,126562
T10124,Prostate Cancer Diagnosis and Treatment,124082
T10253,Sarcoma Diagnosis and Treatment,123471
T10518,Gallbladder and Bile Duct Disorders,109693
T10696,Gastric Cancer Management and Outcomes,108819
T11260,Tracheal and airway disorders,105446
T13759,Medical Imaging and Pathology Studies,98077
T10728,Pulmonary Hypertension Research and Treatments,95633
T10449,Renal cell carcinoma treatment,90130
T10665,Cystic Fibrosis Research Advances,84840
T10606,Kidney Stones and Urolithiasis Treatments,83013
T10870,Interstitial Lung Diseases and Idiopathic Pulmonary Fibrosis,82301
T11361,Digital Radiography and Breast Imaging,82224
T11176,Radiation Therapy and Dosimetry,79729
T11356,Pleural and Pulmonary Diseases,76642
T11026,Occupational and environmental lung diseases,75935
T10697,Vasculitis and related conditions,74027
T10618,Aortic Disease and Treatment Approaches,72785
T13176,Winter Sports Injuries and Performance,67342
T11651,Inhalation and Respiratory Drug Delivery,67177
T12067,Renal and Vascular Pathologies,66108
T10983,Aortic aneurysm repair treatments,65919
T11967,Electrolyte and hormonal disorders,64525
T11297,Ferroptosis and cancer prognosis,64065
T11721,Blood properties and coagulation,63915
T12418,Respiratory and Cough-Related Research,51954
T11579,Cardiovascular and Diving-Related Complications,51381
T10957,Photodynamic Therapy Research Studies,50379
T11149,Veterinary Oncology Research,42368
T11487,Automotive and Human Injury Biomechanics,42028
T11600,Brain Metastases and Treatment,41946
T11554,Vascular Procedures and Complications,41036
T10990,Infection Control and Ventilation,40043
T12829,Advanced Breast Cancer Therapies,35084
T13697,Biliary and Gastrointestinal Fistulas,34449
T12333,Abdominal Surgery and Complications,33926
T12018,Coronary Artery Anomalies,32306
T12992,Metastasis and carcinoma case studies,31260
T12198,Oral health in cancer treatment,30278
T12419,Phonocardiography and Auscultation Techniques,29684
T12689,Silymarin and Mushroom Poisoning,29119
T12876,Potassium and Related Disorders,28891
T12818,"Pneumothorax, Barotrauma, Emphysema",18383
T13077,Cancer-related cognitive impairment studies,14775
T12845,Methemoglobinemia and Tumor Lysis Syndrome,14351
T13657,Aortic Thrombus and Embolism,13920
