id,name,works_count
T11168,International Development and Aid,187496
T12636,Regional Development and Innovation,120359
T12667,Economic and Technological Developments in Russia,86097
T12490,Software Engineering and Design Patterns,29650
T14418,"Development, Ethics, and Society",7546
T14044,Medical and Agricultural Research Studies,7137
T14218,Engineering Education and Global Impact,3767
T14027,21st Century Education and Governance,1249
