id,name,works_count
T10410,COVID-19 epidemiological studies,100736
T10288,Fractional Differential Equations Solutions,80046
T14079,Mathematics Education and Programs,47947
T11829,Mathematical Biology Tumor Growth,37970
T13771,Advanced Research in Science and Engineering,16713
T13806,Mathematical and Computational Methods,10615
