id,name,works_count
T12753,"Psychology, Coaching, and Therapy",159001
T14173,"Education, Healthcare and Sociology Research",118800
T10156,"LGBTQ Health, Identity, and Policy",102537
T10699,Primate Behavior and Ecology,102116
T11433,Emotional Intelligence and Performance,91346
T10677,Attachment and Relationship Dynamics,90158
T11295,Counseling Practices and Supervision,86262
T10272,Mental Health Treatment and Access,85929
T11541,Neuroendocrine regulation and behavior,84910
T10475,Psychological Well-being and Life Satisfaction,84824
T12496,Color perception and design,82103
T10525,Human-Automation Interaction and Safety,79340
T13435,Animal and Plant Science Education,74233
T14295,Families in Therapy and Culture,71977
T12704,Stress and Burnout Research,71259
T10485,"Bullying, Victimization, and Aggression",68510
T12006,Ergonomics and Musculoskeletal Disorders,63393
T11454,Cultural Differences and Values,61444
T11400,Motivation and Self-Concept in Sports,60011
T12882,Jungian Analytical Psychology,57103
T11768,Music Therapy and Health,56941
T12448,Paranormal Experiences and Beliefs,55675
T12593,Communication in Education and Healthcare,50607
T11104,"Memory, Trauma, and Commemoration",48352
T10970,Team Dynamics and Performance,46597
T11431,Action Observation and Synchronization,43268
T12256,Facilities and Workplace Management,41655
T11795,Humor Studies and Applications,41150
T14045,"Health, Education, and Physical Culture",40608
T11793,"Recreation, Leisure, Wilderness Management",38134
T10709,Social Robot Interaction and HRI,37358
T12493,"Memory, violence, and history",37194
T11756,Mentoring and Academic Development,36526
T12268,Deception detection and forensic psychology,34894
T12313,Emotions and Moral Behavior,33811
T12175,Social Representations and Identity,32720
T12488,Mental Health via Writing,29653
T13060,Adventure Sports and Sensation Seeking,29570
T14513,"Leadership, Courage, and Heroism Studies",29264
T12802,Competency Development and Evaluation,28913
T13542,"Grit, Self-Efficacy, and Motivation",26017
T12997,Outdoor and Experiential Education,25168
T12521,Death Anxiety and Social Exclusion,22545
T14056,Safety Warnings and Signage,21851
T12551,Forgiveness and Related Behaviors,19966
T13777,Cognitive and psychological constructs research,16442
T13585,Technostress in Professional Settings,11468
T13510,Nostalgia and Consumer Behavior,10274
T14220,"Workaholism, burnout, and well-being",10061
T13829,"Health, Work, and Social Studies in Poland",8289
T14229,Physical education and sports games research,7729
T13968,Contemporary Cultural and Social Studies,2640
