id,name,works_count
T10908,Analytical Chemistry and Chromatography,277098
T10683,Mass Spectrometry Techniques and Applications,228586
T11111,Spectroscopy and Laser Applications,109126
T12748,Molecular spectroscopy and chirality,108373
T10519,Advanced Proteomics Techniques and Applications,86493
T11809,Advanced NMR Techniques and Applications,81342
T10532,Molecular Sensors and Ion Detection,74830
T12967,Molecular Spectroscopy and Structure,57987
T12195,Aerogels and thermal insulation,32142
T13604,"Adsorption, diffusion, and thermodynamic properties of materials",31507
T14068,Organic and Inorganic Chemical Reactions,15481
T13675,Diffusion Coefficients in Liquids,6898
