id,name,works_count
T10800,Forensic Toxicology and Drug Analysis,46673
T12356,Bioactive Compounds and Antitumor Agents,34197
T11943,Pharmacovigilance and Adverse Drug Reactions,33807
T11931,Organoselenium and organotellurium chemistry,21453
