id,name,works_count
T11365,Islamic Finance and Banking Studies,202921
T10019,Corporate Finance and Governance,188738
T14180,"Law, logistics, and international trade",166907
T14030,Taxation and Legal Issues,152003
T12123,Financial Analysis and Corporate Governance,139157
T14239,"Business, Education, Mathematics Research",133043
T11508,Corporate Taxation and Avoidance,128526
T10081,"Auditing, Earnings Management, Governance",122519
T10517,"Financial Literacy, Pension, Retirement Analysis",100353
T11903,Private Equity and Venture Capital,74782
T12509,Corporate Insolvency and Governance,69895
T13509,Accounting and Financial Management,60303
T12544,Working Capital and Financial Performance,48197
T12276,Risk Management in Financial Firms,46089
T13972,Business Law and Ethics,45730
T11653,Financial Distress and Bankruptcy Prediction,36893
T13744,Financial Literacy and Behavior,34819
T12378,Accounting Education and Careers,34362
T13366,Accounting Theory and Financial Reporting,24169
T14138,Life Cycle Costing Analysis,20315
T14419,Banking Systems and Strategies,16518
T14183,Banking Sector Performance and Management,14149
