id,name,works_count
T10522,Medical Imaging Techniques and Applications,204067
T11016,Monoclonal and Polyclonal Antibodies Research,200910
T10372,Cardiac Imaging and Diagnostics,161459
T10378,Advanced MRI Techniques and Applications,146756
T12422,Radiomics and Machine Learning in Medical Imaging,126788
T10844,Radiation Dose and Imaging,109726
T11395,Radiopharmaceutical Chemistry and Applications,90455
T13123,Advances in Oncology and Radiotherapy,85258
T10563,Corneal surgery and disorders,83109
T11438,Retinal Imaging and Analysis,69139
T11359,Effects of Radiation Exposure,67885
T11894,Radiology practices and education,65794
T11304,Advanced Neuroimaging Techniques and Applications,63073
T10954,Peripheral Nerve Disorders,56950
T11566,Laser Applications in Dentistry and Medicine,55934
T11377,Retinal and Macular Surgery,55409
T12994,Infrared Thermography in Medicine,55377
T10642,Plasma Applications and Diagnostics,53805
T11775,COVID-19 diagnosis using AI,53404
T10977,Optical Imaging and Spectroscopy Techniques,52293
T14275,Historical Medical Research and Treatments,51257
T11828,Corneal Surgery and Treatments,47609
T12296,Autopsy Techniques and Outcomes,45479
T11885,MRI in cancer diagnosis,45149
T11910,Foreign Body Medical Cases,37379
T10727,Ultrasound Imaging and Elastography,36212
T12055,Boron Compounds in Chemistry,35706
T12272,Cardiovascular Conditions and Treatments,25377
T12484,Retinopathy of Prematurity Studies,24234
T12962,Nephrotoxicity and Medicinal Plants,23278
