id,name,works_count
T10133,Media Studies and Communication,179000
T10557,Social Media and Politics,132294
T11121,Public Relations and Crisis Communication,82742
T12028,Knowledge Management and Sharing,71433
T10907,International Student and Expatriate Challenges,69749
T13496,Advertising and Communication Studies,67319
T13625,Journalism and Media Studies,53533
T13321,"Radio, Podcasts, and Digital Media",45642
T13795,"Language, Communication, and Linguistic Studies",45131
T13979,Communication and COVID-19 Impact,41885
T12478,Wikis in Education and Collaboration,40709
T13317,"Media, Communication, and Education",26302
T13799,Media and Communication Studies,23441
T13959,"Swearing, Euphemism, Multilingualism",22203
T13716,Communication Studies and Media,12946
T12942,Cultural Studies and Postmodernism,4193
