id,name,works_count
T10128,Global trade and economics,236709
T11742,Economic Theory and Policy,196824
T10007,Monetary Policy and Economic Impact,150043
T13172,Economic Issues in Ukraine,113828
T11599,Aviation Industry Analysis and Trends,69519
T13473,Economic Zones and Regional Development,63988
T13498,Economic Development and Digital Transformation,45738
T14112,"Economic, financial, and policy analysis",42140
T11823,Natural Resources and Economic Development,41882
T13475,Digital Transformation in Law,26922
T13346,Digital Transformation in Financial Services,9925
T13499,Economic Systems and Logistics Management,9642
