id,name,works_count
T10252,Microbial Natural Products and Biosynthesis,429310
T13130,Biological and pharmacological studies of plants,309264
T10084,Musculoskeletal pain and rehabilitation,150275
T11085,Fungal Biology and Applications,115868
T10678,Inflammatory mediators and NSAID effects,96317
T11036,Antibiotics Pharmacokinetics and Efficacy,94919
T10414,Cannabis and Cannabinoid Research,93517
T14028,Healthcare and Venom Research,80613
T11117,Drug-Induced Adverse Reactions,67954
T11071,Treatment of Major Depression,63321
T12539,Pharmacology and Obesity Treatment,56058
T11264,Coffee research and impacts,53603
T12023,Cholinesterase and Neurodegenerative Diseases,53325
T13023,Synthesis of Organic Compounds,50216
T13365,Medical and Biological Ozone Research,37967
T12059,Berberine and alkaloids research,36605
T12582,Flavonoids in Medical Research,27607
T13335,Pharmacological Effects of Medicinal Plants,26681
T13767,Leech Biology and Applications,24362
T13921,Biological Stains and Phytochemicals,16995
T13505,Apelin-related biomedical research,16050
T13809,"Philosophy, Health, and Society",8579
