id,name,works_count
T10179,Supercapacitor Materials and Fabrication,103288
T10306,Liquid Crystal Research Advancements,102946
T10612,Magnetism in coordination complexes,98284
T10607,Magnetic and transport properties of perovskites and related materials,82378
T10131,Gold and Silver Nanoparticles Synthesis and Applications,78686
T11222,Magnetic Properties and Applications,77718
T10245,Metamaterials and Metasurfaces Applications,70820
T10939,Crystal Structures and Properties,56556
T11782,Magnetic Properties of Alloys,51009
T10886,Multiferroics and related materials,47799
T11758,Organic and Molecular Conductors Research,47250
T11025,Nonlinear Optical Materials Research,44590
T11766,Iron-based superconductors research,38977
T11661,Copper Interconnects and Reliability,38970
T11224,Electromagnetic wave absorption materials,34983
T12200,Heusler alloys: electronic and magnetic properties,24351
T12529,Ga2O3 and related materials,21786
