id,name,works_count
T10152,Animal Nutrition and Physiology,196085
T10333,Meat and Animal Product Quality,150299
T11495,Animal Virus Infections Studies,81270
T13294,Livestock and Poultry Management,59228
T12674,"Rabbits: Nutrition, Reproduction, Health",56971
T12365,Effects of Environmental Stressors on Livestock,54924
T13338,Pharmacological Effects and Assays,34836
T12691,Coccidia and coccidiosis research,32262
