id,name,works_count
T13370,Diverse Scientific and Economic Studies,5039376
T10391,Healthcare Policy and Management,275258
T10605,Historical Economic and Social Studies,229427
T13255,"Business, Innovation, and Economy",223829
T10758,Cinema and Media Studies,201116
T12641,Historical and socio-economic studies of Spain and related regions,188003
T10804,"Health Systems, Economic Evaluations, Quality of Life",178974
T11770,Fiscal Policy and Economic Growth,169089
T14008,Balkan and Eastern European Studies,160111
T14491,Diverse academic and cultural studies,155195
T12137,Economic theories and models,147359
T10632,Housing Market and Economics,135827
T13407,Regional Development and Management Studies,134037
T10785,Economic Theory and Institutions,130628
T12394,Insurance and Financial Risk Management,126205
T12446,Economic Growth and Fiscal Policies,118308
T10471,Climate Change Policy and Economics,116985
T10393,Economic Growth and Productivity,114612
T11059,Market Dynamics and Volatility,103309
T11270,Complex Systems and Time Series Analysis,97920
T11257,Taxation and Compliance Studies,94381
T11674,Sports Analytics and Performance,93870
T11711,COVID-19 Pandemic Impacts,93630
T10438,"Energy, Environment, Economic Growth",92441
T10987,Microfinance and Financial Inclusion,92176
T10208,Labor market dynamics and wage inequality,90659
T10841,Economic and Environmental Valuation,82419
T11762,"Law, Economics, and Judicial Systems",81919
T11792,Pharmaceutical Economics and Policy,79606
T14334,HIV/AIDS Impact and Responses,76200
T11043,Merger and Competition Analysis,75259
T14051,Regional Economic and Spatial Analysis,71850
T12851,Firm Innovation and Growth,69862
T14404,European Socioeconomic and Political Studies,68414
T13894,Indian Economic and Social Development,66813
T12825,"Defense, Military, and Policy Studies",65210
T11621,Fiscal Policies and Political Economy,62359
T12722,Innovation Policy and R&D,59227
T13713,Diverse Perspectives in Modern Studies,59069
T14143,Economic and Technological Innovation,58735
T14129,Economic and Business Studies,58116
T13389,German Economic Analysis & Policies,57467
T10991,Game Theory and Voting Systems,55355
T11898,Economics of Agriculture and Food Markets,52313
T13042,Economic and Fiscal Studies,51242
T14325,Diverse Specialized Academic Research,49959
T13278,Economic and Business Development Strategies,47478
T11014,Regional Economics and Spatial Analysis,45834
T12052,Polish socio-economic development,44956
T13547,Economic and Industrial Development,43533
T14094,Italy: Economic History and Contemporary Issues,42569
T13472,Brazilian History and Foreign Policy,39625
T12708,Economic and Financial Impacts of Cancer,38877
T14231,New Zealand Economic and Social Studies,36953
T13007,Economic Sanctions and International Relations,35091
T13138,Legal and Constitutional Studies,31582
T14113,Global Socioeconomic and Political Dynamics,31287
T11911,Spatial and Panel Data Analysis,30320
T14424,Economic Analysis and Policy,27862
T13442,Geochemistry and Geochronology of Asian Mineral Deposits,27580
T14503,"Globalization, Economics, and Policies",27324
T14230,Occupational and Professional Licensing Regulation,26322
T13411,Labor Market and Education,26011
T14213,Global Politics and Economy,25037
T14294,Impulse Buying and Technology Impacts,24336
T13588,Regional resilience and development,24118
T14370,"Economic, Social, and Health Studies",19016
T13399,Unemployment and Economic Growth,18209
T13825,Economic Policies and Impacts,17537
T13949,Belt and Road Initiative,16927
T14501,Global Economic and Social Development,16546
T13237,Socio-economic Development and Sustainability,11255
T14223,Ayn Rand and Brontë studies,9630
T14066,Economic Development and Regional Competitiveness,7965
T14467,"Public Administration, ICT, and Policy Development",7415
T14261,Herbal Medicine and Trade Cooperation,7121
T13961,Socioeconomics of Resources and Conservation,5721
T13387,"Politics, Economics, and Education Policy",2883
T13227,Diverse Global Economic and Educational Challenges,1232
