id,name,works_count
T10645,Cardiac Arrest and Resuscitation,123835
T11467,Trauma and Emergency Care Studies,89444
T11635,Poisoning and overdose treatments,84067
T13374,Hematological disorders and diagnostics,77181
T11095,Emergency and Acute Care Studies,70614
T11473,Appendicitis Diagnosis and Management,65702
T11655,HIV-related health complications and treatments,44028
T13001,Restraint-Related Deaths,36359
T12174,Hospital Admissions and Outcomes,25008
T14126,Intramuscular injections and effects,23649
T14354,Emergency Medicine Education and Research,8444
