id,name,works_count
T13800,Earthquake and Disaster Impact Studies,264672
T13154,Legal and Regulatory Analysis,169354
T10298,Urban Transport and Accessibility,120399
T10698,Transportation Planning and Optimization,115449
T13562,Cruise Tourism Development and Management,59601
T11980,Human Mobility and Location-Based Analysis,44756
T12985,Maritime Security and History,41448
T14250,Energy and Environmental Systems,35322
T12725,transportation and logistics systems,32710
