id,name,works_count
T11006,BIM and Construction Integration,155484
T10121,Building Energy and Comfort Optimization,145361
T10479,Structural Behavior of Reinforced Concrete,123410
T12190,Innovations in Concrete and Construction Materials,83488
T11344,Traffic Prediction and Management Techniques,74244
T10484,Wood Treatment and Properties,67597
T11511,Dyeing and Modifying Textile Fibers,64778
T10284,Anaerobic Digestion and Biogas Production,64745
T12698,3D Modeling in Geospatial Applications,62605
T12306,Urban and Freight Transport Logistics,62208
T11988,Sustainable Building Design and Assessment,58925
T12325,Urban Design and Spatial Analysis,57392
T11672,Recycling and utilization of industrial and municipal waste in materials production,51365
T11933,Mining and Resource Management,47364
T11847,Recycled Aggregate Concrete Performance,46138
T13689,Underground infrastructure and sustainability,44699
T12546,Smart Parking Systems Research,36839
T12105,Hygrothermal properties of building materials,34442
T13477,Sustainable Design and Development,28556
T13263,Building energy efficiency and sustainability,23387
T12239,Construction Management and Sustainability,12863
T14456,Blasting Impact and Analysis,2835
