id,name,works_count
T12319,Fish Biology and Ecology Studies,201019
T10450,Aquaculture Nutrition and Growth,141751
T12841,Echinoderm biology and ecology,56731
T13892,Aquatic life and conservation,53994
T11390,Seaweed-derived Bioactive Compounds,44515
T12710,Engineering and Agricultural Innovations,37604
T13391,Innovations in Aquaponics and Hydroponics Systems,16115
