id,name,works_count
T10838,Animal Behavior and Welfare Studies,80585
T11074,Helminth infection and control,72085
T12281,Animal testing and alternatives,66136
T11899,"Brucella: diagnosis, epidemiology, treatment",42406
T11905,Veterinary Pharmacology and Anesthesia,39872
T12322,Animal health and immunology,38838
T11580,Veterinary Medicine and Surgery,35388
T13385,Infectious Diseases and Mycology,33088
T12249,Veterinary Orthopedics and Neurology,33048
T13791,Veterinary medicine and infectious diseases,17085
