id,name,works_count
T11430,Disaster Response and Management,134507
T11990,Global Health Workforce Issues,106522
T13770,Pediatric health and respiratory diseases,96095
T10641,Central Venous Catheters and Hemodialysis,88268
T10508,Patient Safety and Medication Errors,54217
T12367,Dental Trauma and Treatments,35108
T11773,Healthcare Operations and Scheduling Optimization,33456
