id,name,works_count
T10094,Epilepsy research and treatment,160826
T10009,Dementia and Cognitive Impairment Research,150094
T10023,Schizophrenia research and treatment,140772
T10537,Attention Deficit Hyperactivity Disorder,124561
T10498,Migraine and Headache Studies,100226
T11999,Empathy and Medical Education,89151
T10459,Sexual function and dysfunction studies,82665
T11097,Cerebral Palsy and Movement Disorders,79512
T11334,Psychosomatic Disorders and Their Treatments,76917
T10854,Bipolar Disorder and Treatment,64091
T13393,Child Nutrition and Feeding Issues,60771
T11282,Fibromyalgia and Chronic Fatigue Syndrome Research,59775
T11921,Electroconvulsive Therapy Studies,40882
T12626,"Cancer, Stress, Anesthesia, and Immune Response",37063
T12464,Neurological Complications and Syndromes,20657
T14511,"Medicine, History, and Philosophy",9989
