id,name,works_count
T10001,Geological and Geochemical Analysis,378130
T11757,Seismic Waves and Analysis,210836
T10271,Seismic Imaging and Inversion Techniques,202962
T10110,earthquake and tectonic studies,198453
T10572,Geophysical and Geoelectrical Methods,187752
T10413,High-pressure geophysics and materials,178624
T12424,Earthquake Detection and Analysis,138181
T13205,Geological and Geophysical Studies Worldwide,94533
T13404,Geological and Tectonic Studies in Latin America,69023
T12821,Geological Formations and Processes Exploration,68006
