id,name,works_count
T13911,"Employment, Labor, and Gender Studies",107991
T11556,"Poverty, Education, and Child Welfare",104246
T10883,Ethics and Social Impacts of AI,98299
T11380,Child Welfare and Adoption,62732
T10646,Experimental Behavioral Economics Studies,61579
T11805,Agricultural economics and policies,58878
T11492,Academic integrity and plagiarism,54645
T11514,Disability Education and Employment,51660
T10726,Career Development and Diversity,50410
T13730,"Martial Arts: Techniques, Psychology, and Education",45304
T11998,Youth Development and Social Support,42357
T14203,"Education, Safety, and Science Studies",40522
T11003,Disability Rights and Representation,38883
T14236,Educational Tools and Methods,31745
T13192,Forensic Fingerprint Detection Methods,20496
T13906,Social Issues and Policies,19191
T13406,Human Resources and Workforce,13807
T14248,Social impacts of COVID-19,10977
T13973,"Catholicism, Bioethics, Media, Education",10475
