id,name,works_count
T11520,Advanced Thermodynamics and Statistical Mechanics,135698
T10064,Complex Network Analysis Techniques,119029
T12250,Experimental and Theoretical Physics Studies,112909
T10248,Nonlinear Waves and Solitons,110754
T11261,Quantum chaos and dynamical systems,84095
T11415,Noncommutative and Quantum Gravity Theories,72945
T11206,Model Reduction and Neural Networks,66682
T13126,Scientific Research and Discoveries,56783
T12592,Opinion Dynamics and Social Influence,55332
T10244,Chaos control and synchronization,50788
T12261,Statistical Mechanics and Entropy,48907
T12516,Advanced Mathematical Theories and Applications,48882
T13769,Fusion and Plasma Physics Studies,46265
T11575,Nonlinear Photonic Systems,39509
T11513,stochastic dynamics and bifurcation,39502
T14299,Complex Systems and Dynamics,7973
