id,name,works_count
T10180,Analytical chemistry methods development,136532
T10640,Spectroscopy and Chemometric Analyses,114209
T11460,Analytical Methods in Pharmaceuticals,85769
T11630,Petroleum Processing and Analysis,63866
T13325,Dye analysis and toxicity,48499
T13128,Chromatography in Natural Products,34369
T13079,Heavy Metals in Plants,31542
