id,name,works_count
T11891,Big Data and Business Intelligence,190072
T10164,Quality and Supply Management,131401
T10703,Business Process Modeling and Analysis,112725
T11995,"FinTech, Crowdfunding, Digital Finance",87525
T10797,Accounting and Organizational Management,85237
T11734,Decision Support System Applications,78629
T11912,Outsourcing and Supply Chain Management,70940
T10328,Supply Chain and Inventory Management,62306
T10974,Advanced Queuing Theory Analysis,54660
T11572,Information Technology Governance and Strategy,48215
T11938,ERP Systems Implementation and Impact,39123
T14320,Optics and Image Analysis,31008
T14187,Varied Academic Research Topics,15682
T12734,Information Systems and Technology Applications,15574
T13794,Financial Reporting and XBRL,12664
T14121,Logistics and Transportation Systems,10849
